program_id;fakulte_adi;puan_turu;burs_turu;genel_kontenjan;okul_birincisi_kontenjani;toplam_kontenjan;genel_kontenjana_yerlesen;okul_birincisi_kontenjanina_yerlesen;toplam_yerlesen;bos_kontenjan;ilk_yerlesme_orani;kayit_yaptirmayan;ek_yerlesen;ortalama_obp;ort_diploma_notu
110910103;Sosyal ve Beşeri Bilimler Fakültesi;EA;Ücretsiz;60;2;62;60;2;62;0;100;0;0;435.071;87
110910100;Sosyal ve Beşeri Bilimler Fakültesi;EA;Ücretsiz;40;1;41;41;0;41;0;100;3;3;413.562;82.7
110910102;Sosyal ve Beşeri Bilimler Fakültesi;SÖZ;Ücretsiz;60;2;62;62;0;62;0;100;1;1;384.412;76.9
110910101;Sosyal ve Beşeri Bilimler Fakültesi;SÖZ;Ücretsiz;60;2;62;62;0;62;0;100;2;2;373.233;74.6
110910014;Yabancı Diller Fakültesi;DİL;Ücretsiz;50;2;52;52;0;52;0;100;1;1;407.992;81.6
110910121;KKTC Akademik Birim;EA;Ücretli;30;0;30;0;0;0;30;0;0;0;0;0
110910122;KKTC Akademik Birim;EA;Burslu;15;0;15;15;0;15;0;100;1;1;410.355;82.1
110910123;KKTC Akademik Birim;EA;%50 İndirimli;65;0;65;17;0;17;48;26.2;3;2;408.346;81.7
110910108;KKTC Akademik Birim;SÖZ;Burslu;60;0;60;60;0;60;0;100;27;18;355.753;71.2
110910109;KKTC Akademik Birim;DİL;Ücretli;9;0;9;0;0;0;9;0;0;0;0;0
110910111;KKTC Akademik Birim;DİL;Burslu;18;0;18;18;0;18;0;100;5;5;404.079;80.8
110910110;KKTC Akademik Birim;DİL;%50 İndirimli;23;0;23;7;0;7;16;30.4;3;15;334.188;66.8
110910112;KKTC Akademik Birim;SÖZ;Ücretli;8;0;8;0;0;0;8;0;0;4;0;0
110910113;KKTC Akademik Birim;SÖZ;Burslu;8;0;8;8;0;8;0;100;3;3;364.796;73
110910114;KKTC Akademik Birim;SÖZ;%50 İndirimli;24;0;24;16;0;16;8;66.7;5;13;348.867;69.8
110910118;KKTC Akademik Birim;EA;Ücretli;16;0;16;3;0;3;13;18.8;1;1;359.083;71.8
110910119;KKTC Akademik Birim;EA;Burslu;16;0;16;16;0;16;0;100;8;8;385.2;77
110910120;KKTC Akademik Birim;EA;%50 İndirimli;58;0;58;23;0;23;35;39.7;9;16;358.399;71.7
110910115;KKTC Akademik Birim;EA;Ücretli;5;0;5;0;0;0;5;0;0;0;0;0
110910116;KKTC Akademik Birim;EA;Burslu;8;0;8;8;0;8;0;100;2;2;413.653;82.7
110910117;KKTC Akademik Birim;EA;%50 İndirimli;13;0;13;1;0;1;12;7.7;0;0;413.45;82.7
101190438;Açık ve Uzaktan Eğitim Fakültesi;SAY;UE-Ücretli;50;2;52;36;0;36;16;69.2;8;13;382.341;76.5
101190427;Açık ve Uzaktan Eğitim Fakültesi;DİL;UE-Ücretli;100;3;103;103;0;103;0;100;14;14;377.758;75.6
101190428;Açık ve Uzaktan Eğitim Fakültesi;SÖZ;UE-Ücretli;100;3;103;103;0;103;0;100;27;27;348.355;69.7
101190433;Açık ve Uzaktan Eğitim Fakültesi;SÖZ;UE-Ücretli;100;3;103;103;0;103;0;100;6;6;340.042;68
101190434;Açık ve Uzaktan Eğitim Fakültesi;SÖZ;UE-Ücretli;100;3;103;103;0;103;0;100;15;15;345.662;69.1
101190429;Açık ve Uzaktan Eğitim Fakültesi;DİL;UE-Ücretli;100;3;103;103;0;103;0;100;9;9;408.194;81.6
101190437;Açık ve Uzaktan Eğitim Fakültesi;EA;UE-Ücretli;100;3;103;103;0;103;0;100;17;17;380.379;76.1
101190435;Açık ve Uzaktan Eğitim Fakültesi;SÖZ;UE-Ücretli;100;3;103;103;0;103;0;100;18;18;356.637;71.3
101190430;Açık ve Uzaktan Eğitim Fakültesi;DİL;UE-Ücretli;100;3;103;103;0;103;0;100;18;18;375.067;75
101190431;Açık ve Uzaktan Eğitim Fakültesi;SÖZ;UE-Ücretli;100;3;103;103;0;103;0;100;23;23;349.718;69.9
101190432;Açık ve Uzaktan Eğitim Fakültesi;DİL;UE-Ücretli;100;3;103;57;0;57;46;55.3;15;12;372.472;74.5
101190436;Açık ve Uzaktan Eğitim Fakültesi;EA;UE-Ücretli;100;3;103;103;0;103;0;100;25;25;381.048;76.2
101110015;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;50;2;52;52;0;52;0;100;1;1;386.863;77.4
101110024;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;50;2;52;52;0;52;0;100;1;0;403.854;80.8
101110033;Dil ve Tarih Coğrafya Fakültesi;EA;Ücretsiz;40;1;41;41;0;41;0;100;3;3;380.526;76.1
101110042;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;50;2;52;52;0;52;0;100;2;1;385.058;77
101110051;Dil ve Tarih Coğrafya Fakültesi;EA;Ücretsiz;20;1;21;21;0;21;0;100;2;2;406.681;81.3
101110069;Dil ve Tarih Coğrafya Fakültesi;EA;Ücretsiz;40;1;41;41;0;41;0;100;1;1;382.87;76.6
101190217;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;20;1;21;21;0;21;0;100;1;1;346.482;69.3
101110087;Dil ve Tarih Coğrafya Fakültesi;SÖZ;Ücretsiz;50;2;52;50;2;52;0;100;2;2;372.007;74.4
101190413;Dil ve Tarih Coğrafya Fakültesi;SÖZ;Ücretsiz;40;1;41;41;0;41;0;100;2;2;367.261;73.5
101110096;Dil ve Tarih Coğrafya Fakültesi;SÖZ;Ücretsiz;50;2;52;52;0;52;0;100;1;1;369.643;73.9
101110103;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;35;1;36;36;0;36;0;100;2;2;374.499;74.9
101190204;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;1;0;1;1;0;1;0;100;0;0;369;73.8
101190421;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;40;1;41;41;0;41;0;100;0;0;403.443;80.7
101190216;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;20;1;21;9;0;9;12;42.9;1;2;355.719;71.1
101110121;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;40;1;41;41;0;41;0;100;2;2;382.195;76.4
101110139;Dil ve Tarih Coğrafya Fakültesi;EA;Ücretsiz;40;1;41;41;0;41;0;100;3;1;396.273;79.3
101190201;Dil ve Tarih Coğrafya Fakültesi;EA;Ücretsiz;40;1;41;41;0;41;0;100;1;1;392.003;78.4
101110148;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;40;1;41;41;0;41;0;100;0;0;396.825;79.4
101190420;Dil ve Tarih Coğrafya Fakültesi;SÖZ;Ücretsiz;50;2;52;51;1;52;0;100;4;4;354.04;70.8
101110166;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;30;1;31;29;0;29;2;93.5;4;6;356.825;71.4
101110175;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;20;1;21;21;0;21;0;100;2;2;342.633;68.5
101110184;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;30;1;31;31;0;31;0;100;1;1;353.511;70.7
101110193;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;60;2;62;60;2;62;0;100;1;1;424.623;84.9
101110209;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;40;1;41;41;0;41;0;100;2;1;411.967;82.4
101110218;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;50;2;52;52;0;52;0;100;4;4;405.254;81.1
101190206;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;1;0;1;0;0;0;1;0;0;0;0;0
101110227;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;50;2;52;52;0;52;0;100;0;0;422.873;84.6
101110899;Dil ve Tarih Coğrafya Fakültesi;EA;Ücretsiz;40;1;41;41;0;41;0;100;3;1;374.719;74.9
101110236;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;40;1;41;41;0;41;0;100;1;1;407.258;81.5
101110245;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;30;1;31;31;0;31;0;100;3;3;378.1;75.6
101190422;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;30;1;31;31;0;31;0;100;4;4;358.667;71.7
101110915;Dil ve Tarih Coğrafya Fakültesi;EA;Ücretsiz;30;1;31;31;0;31;0;100;0;0;366.374;73.3
101110263;Dil ve Tarih Coğrafya Fakültesi;EA;Ücretsiz;100;3;103;100;3;103;0;100;0;0;437.645;87.5
101110272;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;30;1;31;31;0;31;0;100;4;1;406.038;81.2
101190207;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;1;0;1;0;0;0;1;0;0;0;0;0
101110281;Dil ve Tarih Coğrafya Fakültesi;SÖZ;Ücretsiz;40;1;41;41;0;41;0;100;4;2;389.713;77.9
101110299;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;30;1;31;31;0;31;0;100;0;0;419.973;84
101110306;Dil ve Tarih Coğrafya Fakültesi;EA;Ücretsiz;50;2;52;51;1;52;0;100;2;0;415.572;83.1
101110315;Dil ve Tarih Coğrafya Fakültesi;SÖZ;Ücretsiz;20;1;21;21;0;21;0;100;2;2;353.06;70.6
101110324;Dil ve Tarih Coğrafya Fakültesi;SÖZ;Ücretsiz;70;2;72;70;2;72;0;100;2;1;397.259;79.5
101111094;Dil ve Tarih Coğrafya Fakültesi;EA;Ücretsiz;30;1;31;31;0;31;0;100;0;0;358.103;71.6
101110333;Dil ve Tarih Coğrafya Fakültesi;SÖZ;Ücretsiz;70;2;72;71;1;72;0;100;0;0;389.598;77.9
101110342;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;20;1;21;3;0;3;18;14.3;0;2;367.533;73.5
101110351;Dil ve Tarih Coğrafya Fakültesi;DİL;Ücretsiz;20;1;21;21;0;21;0;100;1;1;395.562;79.1
101110369;Diş Hekimliği Fakültesi;SAY;Ücretsiz;140;4;144;140;4;144;0;100;0;0;464.466;92.9
101190406;Diş Hekimliği Fakültesi ;SAY;Ücretsiz;30;1;31;30;1;31;0;100;0;0;468.866;93.8
101110378;Eczacılık Fakültesi;SAY;Ücretsiz;140;4;144;140;4;144;0;100;0;0;460.705;92.1
101111322;Eczacılık Fakültesi ;SAY;Ücretsiz;60;2;62;60;2;62;0;100;0;0;462.333;92.5
101110387;Eğitim Bilimleri Fakültesi;SAY;Ücretsiz;20;1;21;7;0;7;14;33.3;1;7;398.073;79.6
101110403;Eğitim Bilimleri Fakültesi;SÖZ;Ücretsiz;70;2;72;70;2;72;0;100;0;0;412.703;82.5
101111394;Eğitim Bilimleri Fakültesi;SÖZ;Ücretsiz;80;2;82;80;2;82;0;100;2;0;410.501;82.1
101110412;Eğitim Bilimleri Fakültesi;EA;Ücretsiz;70;2;72;70;2;72;0;100;3;3;436.574;87.3
101110421;Eğitim Bilimleri Fakültesi;EA;Ücretsiz;70;2;72;70;2;72;0;100;1;1;426.434;85.3
101110439;Eğitim Bilimleri Fakültesi;SÖZ;Ücretsiz;60;2;62;60;2;62;0;100;0;0;385.519;77.1
101110457;Fen Fakültesi;SAY;Ücretsiz;40;1;41;40;1;41;0;100;5;5;400.922;80.2
101110466;Fen Fakültesi;SAY;Ücretsiz;90;3;93;92;1;93;0;100;1;1;424.309;84.9
101111304;Fen Fakültesi;SAY;Ücretsiz;30;1;31;30;1;31;0;100;1;1;437.807;87.6
101110475;Fen Fakültesi;SAY;Ücretsiz;30;1;31;31;0;31;0;100;0;0;398.748;79.7
101110484;Fen Fakültesi;SAY;Ücretsiz;60;2;62;62;0;62;0;100;1;1;414.292;82.9
101110493;Fen Fakültesi;SAY;Ücretsiz;60;2;62;62;0;62;0;100;1;1;410.934;82.2
101111313;Fen Fakültesi;SAY;Ücretsiz;20;1;21;21;0;21;0;100;1;1;428.777;85.8
101110509;Fen Fakültesi;SAY;Ücretsiz;60;2;62;60;2;62;0;100;0;0;428.807;85.8
101111367;Fen Fakültesi;SAY;Ücretsiz;60;2;62;60;2;62;0;100;1;1;429.173;85.8
101111376;Güzel Sanatlar Fakültesi;EA;Ücretsiz;40;1;41;41;0;41;0;100;3;3;371.452;74.3
101110669;Hemşirelik Fakültesi;SAY;Ücretsiz;120;3;123;120;3;123;0;100;5;5;424.007;84.8
101110678;Hemşirelik Fakültesi;SAY;Ücretsiz;180;5;185;180;5;185;0;100;6;5;445.835;89.2
101110518;Hukuk Fakültesi;EA;Ücretsiz;550;14;564;550;14;564;0;100;0;0;452.867;90.6
101110536;İlahiyat Fakültesi;SÖZ;Ücretsiz;230;6;236;230;6;236;0;100;5;5;403.683;80.7
101111049;İlahiyat Fakültesi;SÖZ;Ücretsiz;20;1;21;20;1;21;0;100;0;0;416.789;83.4
101110554;İletişim Fakültesi;SÖZ;Ücretsiz;60;2;62;62;0;62;0;100;1;1;395.571;79.1
101110563;İletişim Fakültesi;SÖZ;Ücretsiz;60;2;62;60;2;62;0;100;2;2;385.205;77
101110572;İletişim Fakültesi;SÖZ;Ücretsiz;60;2;62;60;2;62;0;100;1;1;403.868;80.8
101110581;Mühendislik Fakültesi;SAY;Ücretsiz;80;2;82;80;2;82;0;100;0;0;453.14;90.6
101111022;Mühendislik Fakültesi;SAY;Ücretsiz;70;2;72;70;2;72;0;100;0;0;454.939;91
101111288;Mühendislik Fakültesi;SAY;Ücretsiz;65;2;67;65;2;67;0;100;1;1;445.737;89.1
101111191;Mühendislik Fakültesi;SAY;Ücretsiz;70;2;72;70;2;72;0;100;0;0;456.014;91.2
101111446;Mühendislik Fakültesi;SAY;Ücretsiz;35;1;36;35;1;36;0;100;0;0;431.102;86.2
101190209;Mühendislik Fakültesi;SAY;Ücretsiz;50;2;52;52;0;52;0;100;2;2;412.935;82.6
101190211;Mühendislik Fakültesi;SAY;Ücretsiz;90;3;93;93;0;93;0;100;0;0;437.7;87.5
101110624;Mühendislik Fakültesi;SAY;Ücretsiz;15;1;16;0;0;0;16;0;0;1;0;0
101190416;Mühendislik Fakültesi;SAY;Ücretsiz;15;1;16;4;0;4;12;25;0;3;436.323;87.3
101190414;Mühendislik Fakültesi;SAY;Ücretsiz;40;1;41;27;0;27;14;65.9;0;2;406.964;81.4
101190210;Mühendislik Fakültesi;SAY;Ücretsiz;100;3;103;101;2;103;0;100;0;0;442.539;88.5
101110651;Sağlık Bilimleri Fakültesi;SAY;Ücretsiz;80;2;82;80;2;82;0;100;2;1;446.187;89.2
101111031;Sağlık Bilimleri Fakültesi;EA;Ücretsiz;60;2;62;60;2;62;0;100;0;0;409.497;81.9
101190424;Sağlık Bilimleri Fakültesi;SAY;Ücretsiz;55;2;57;55;2;57;0;100;2;2;405.207;81
101111349;Sağlık Bilimleri Fakültesi;EA;Ücretsiz;80;2;82;82;0;82;0;100;2;2;393.393;78.7
101110696;Sağlık Bilimleri Fakültesi;EA;Ücretsiz;80;2;82;80;2;82;0;100;0;0;411.963;82.4
101110703;Siyasal Bilgiler Fakültesi;EA;Ücretsiz;50;2;52;52;0;52;0;100;3;3;409.701;81.9
101110712;Siyasal Bilgiler Fakültesi;EA;Ücretsiz;60;2;62;61;1;62;0;100;0;0;418.03;83.6
101110721;Siyasal Bilgiler Fakültesi;EA;Ücretsiz;60;2;62;61;1;62;0;100;2;2;420.606;84.1
101190408;Siyasal Bilgiler Fakültesi;EA;Ücretsiz;30;1;31;30;1;31;0;100;2;2;403.797;80.8
101110739;Siyasal Bilgiler Fakültesi;EA;Ücretsiz;60;2;62;60;2;62;0;100;0;0;417.264;83.5
101190339;Siyasal Bilgiler Fakültesi;EA;Ücretsiz;40;1;41;40;1;41;0;100;0;0;417.919;83.6
101110748;Siyasal Bilgiler Fakültesi;EA;Ücretsiz;50;2;52;50;2;52;0;100;0;0;435.6;87.1
101110757;Siyasal Bilgiler Fakültesi;EA;Ücretsiz;60;2;62;60;2;62;0;100;3;3;431.963;86.4
101110775;Tıp Fakültesi;SAY;Ücretsiz;320;8;328;320;8;328;0;100;0;0;483.274;96.7
101190208;Tıp Fakültesi;SAY;Ücretsiz;50;2;52;50;2;52;0;100;0;0;483.911;96.8
101190340;Uygulamalı Bilimler Fakültesi;SAY;Ücretsiz;60;2;62;62;0;62;0;100;1;1;393.929;78.8
101111385;Uygulamalı Bilimler Fakültesi;EA;Ücretsiz;70;2;72;72;0;72;0;100;6;2;380.37;76.1
101110784;veteriner Fakültesi;SAY;Ücretsiz;165;5;170;165;5;170;0;100;1;1;449.955;90
101111331;veteriner Fakültesi ;SAY;Ücretsiz;60;2;62;60;2;62;0;100;0;0;453.478;90.7
101110924;Ziraat Fakültesi;SAY;Ücretsiz;45;2;47;47;0;47;0;100;1;1;410.556;82.1
101110933;Ziraat Fakültesi;SAY;Ücretsiz;45;2;47;45;2;47;0;100;0;0;416.614;83.3
101110793;Ziraat Fakültesi;SAY;Ücretsiz;75;2;77;77;0;77;0;100;1;1;402.056;80.4
101111013;Ziraat Fakültesi;SAY;Ücretsiz;30;1;31;31;0;31;0;100;3;2;395.403;79.1
101111401;Ziraat Fakültesi;SAY;Ücretsiz;30;1;31;31;0;31;0;100;6;3;386.002;77.2
101111004;Ziraat Fakültesi;SAY;Ücretsiz;25;1;26;26;0;26;0;100;3;3;377.044;75.4
101110942;Ziraat Fakültesi;EA;Ücretsiz;50;2;52;51;1;52;0;100;4;4;394.965;79
101111279;Ziraat Fakültesi;SAY;Ücretsiz;45;2;47;47;0;47;0;100;2;2;394.767;79
101110969;Ziraat Fakültesi;SAY;Ücretsiz;35;1;36;36;0;36;0;100;2;2;377.21;75.4
101110978;Ziraat Fakültesi;SAY;Ücretsiz;45;2;47;46;1;47;0;100;0;0;399.247;79.8
101110987;Ziraat Fakültesi;SAY;Ücretsiz;50;2;52;52;0;52;0;100;1;1;382.303;76.5
101110996;Ziraat Fakültesi;SAY;Ücretsiz;45;2;47;47;0;47;0;100;1;1;385.544;77.1
110010289;Diş Hekimliği Fakültesi;SAY;Ücretsiz;90;3;93;90;3;93;0;100;0;0;462.197;92.4
110090078;Havacılık ve Uzay Bilimleri Fakültesi;SAY;Ücretsiz;45;2;47;45;2;47;0;100;0;0;453.174;90.6
110010023;Hukuk Fakültesi;EA;Ücretsiz;220;6;226;220;6;226;0;100;1;1;436.302;87.3
110090093;İnsan ve Toplum Bilimleri Fakültesi;DİL;Ücretsiz;60;2;62;62;0;62;0;100;1;1;375.983;75.2
110010226;İnsan ve Toplum Bilimleri Fakültesi;EA;Ücretsiz;50;2;52;52;0;52;0;100;2;2;383.966;76.8
110010129;İnsan ve Toplum Bilimleri Fakültesi;EA;Ücretsiz;70;2;72;72;0;72;0;100;4;3;369.165;73.8
110090094;İnsan ve Toplum Bilimleri Fakültesi;DİL;Ücretsiz;40;1;41;40;1;41;0;100;1;1;415.898;83.2
110010244;İnsan ve Toplum Bilimleri Fakültesi;EA;Ücretsiz;100;3;103;100;3;103;0;100;1;1;429.513;85.9
110010138;İnsan ve Toplum Bilimleri Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;2;2;394.83;79
110010147;İnsan ve Toplum Bilimleri Fakültesi;SÖZ;Ücretsiz;80;2;82;82;0;82;0;100;5;5;367.346;73.5
110010156;İnsan ve Toplum Bilimleri Fakültesi;SÖZ;Ücretsiz;70;2;72;72;0;72;0;100;3;3;385.954;77.2
110010235;İslami İlimler Fakültesi;SÖZ;Ücretsiz;130;4;134;130;4;134;0;100;4;4;385.536;77.1
110090091;İşletme Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;1;1;392.051;78.4
110010183;İşletme Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;3;3;400.122;80
110010192;İşletme Fakültesi;EA;Ücretsiz;60;2;62;61;1;62;0;100;0;0;389.588;77.9
110010217;İşletme Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;1;1;415.651;83.1
110090077;Mimarlık ve Güzel Sanatlar Fakültesi;SÖZ;Ücretsiz;60;2;62;60;2;62;0;100;1;1;380.585;76.1
110090032;Mimarlık ve Güzel Sanatlar Fakültesi;SAY;Ücretsiz;80;2;82;80;2;82;0;100;0;0;443.809;88.8
110010032;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Ücretsiz;80;2;82;80;2;82;0;100;0;0;452.798;90.6
110010253;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Ücretsiz;80;2;82;80;2;82;0;100;0;0;450.199;90
110010386;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Ücretsiz;70;2;72;70;2;72;0;100;1;1;450.382;90.1
110090035;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Ücretsiz;40;1;41;40;1;41;0;100;0;0;420.576;84.1
110010314;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Ücretsiz;70;2;72;72;0;72;0;100;2;2;421.888;84.4
110010059;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Ücretsiz;80;2;82;80;2;82;0;100;2;2;433.549;86.7
110090036;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Ücretsiz;50;2;52;51;1;52;0;100;0;0;418.438;83.7
110010377;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Ücretsiz;60;2;62;62;0;62;0;100;0;0;424.532;84.9
110010368;Sağlık Bilimleri Fakültesi;SAY;Ücretsiz;70;2;72;70;2;72;0;100;1;1;443.299;88.7
110090073;Sağlık Bilimleri Fakültesi;EA;Ücretsiz;45;2;47;45;2;47;0;100;0;0;416.802;83.4
110090074;Sağlık Bilimleri Fakültesi;SAY;Ücretsiz;45;2;47;45;2;47;0;100;0;0;449.745;89.9
110010298;Sağlık Bilimleri Fakültesi;SAY;Ücretsiz;80;2;82;80;2;82;0;100;1;1;438.554;87.7
110010111;Sağlık Bilimleri Fakültesi;SAY;Ücretsiz;150;4;154;150;4;154;0;100;0;0;440.615;88.1
110010341;Sağlık Bilimleri Fakültesi;SAY;Ücretsiz;70;2;72;70;2;72;0;100;2;2;438.908;87.8
110090037;Sağlık Bilimleri Fakültesi;EA;Ücretsiz;70;2;72;71;1;72;0;100;2;2;387.02;77.4
110010305;Sağlık Bilimleri Fakültesi;EA;Ücretsiz;70;2;72;70;2;72;0;100;0;0;403.508;80.7
110010077;Siyasal Bilgiler Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;2;2;404.888;81
110010095;Siyasal Bilgiler Fakültesi;EA;Ücretsiz;60;2;62;61;1;62;0;100;0;0;395.196;79
110010102;Siyasal Bilgiler Fakültesi;EA;Ücretsiz;60;2;62;60;2;62;0;100;3;3;417.323;83.5
110010086;Siyasal Bilgiler Fakültesi;EA;Ücretsiz;60;2;62;60;2;62;0;100;2;2;415.371;83.1
110090092;şereflikoçhisar Uygulamalı Bilimler Fakültesi;EA;Ücretsiz;60;2;62;61;1;62;0;100;2;2;378.469;75.7
110090095;şereflikoçhisar Uygulamalı Bilimler Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;3;3;370.082;74
110010174;Tıp Fakültesi;SAY;Ücretsiz;170;5;175;170;5;175;0;100;0;0;477.646;95.5
110010271;Tıp Fakültesi;SAY;Ücretsiz;1;0;1;1;0;1;0;100;0;0;494.25;98.9
110010014;Tıp Fakültesi;SAY;Ücretsiz;120;3;123;120;3;123;0;100;0;0;477.614;95.5
208590050;İktisadi ve İdari Bilimler Fakültesi;EA;Burslu;6;0;6;6;0;6;0;100;1;1;379.472;75.9
208590051;İktisadi ve İdari Bilimler Fakültesi;EA;%50 İndirimli;34;0;34;1;0;1;33;2.9;0;1;436.7;87.3
208590052;İktisadi ve İdari Bilimler Fakültesi;EA;Burslu;6;0;6;6;0;6;0;100;0;0;422.167;84.4
208590053;İktisadi ve İdari Bilimler Fakültesi;EA;%50 İndirimli;34;0;34;6;0;6;28;17.6;0;11;384.68;76.9
208590035;İnsani Bilimler Fakültesi;EA;Burslu;9;0;9;9;0;9;0;100;1;1;410.098;82
208590036;İnsani Bilimler Fakültesi;EA;%50 İndirimli;50;0;50;50;0;50;0;100;4;4;408.29;81.7
208510131;İnsani Bilimler Fakültesi;EA;Burslu;12;0;12;12;0;12;0;100;2;2;362.427;72.5
208510158;İnsani Bilimler Fakültesi;EA;%50 İndirimli;12;0;12;2;0;2;10;16.7;0;4;357.375;71.5
208590025;Sanat ve Tasarım Fakültesi;SÖZ;Ücretli;5;0;5;4;0;4;1;80;0;0;358.554;71.7
208510043;Sanat ve Tasarım Fakültesi;SÖZ;Burslu;8;0;8;8;0;8;0;100;0;0;388.467;77.7
208510061;Sanat ve Tasarım Fakültesi;SÖZ;%50 İndirimli;37;0;37;37;0;37;0;100;4;4;369.669;73.9
208590039;Sanat ve Tasarım Fakültesi;EA;Burslu;8;0;8;8;0;8;0;100;2;2;431.035;86.2
208590040;Sanat ve Tasarım Fakültesi;EA;%50 İndirimli;42;0;42;42;0;42;0;100;4;4;388.839;77.8
208590033;Sanat ve Tasarım Fakültesi;SÖZ;Burslu;4;0;4;4;0;4;0;100;0;0;351.205;70.2
208590034;Sanat ve Tasarım Fakültesi;SÖZ;%50 İndirimli;24;0;24;2;0;2;22;8.3;0;1;326.075;65.2
208510079;Sanat ve Tasarım Fakültesi;SÖZ;Burslu;4;0;4;4;0;4;0;100;1;0;375.154;75
208510097;Sanat ve Tasarım Fakültesi;SÖZ;%50 İndirimli;25;0;25;14;0;14;11;56;5;3;348.263;69.7
206410639;Diş Hekimliği Fakültesi ;SAY;Ücretli;42;0;42;42;0;42;0;100;1;1;460.526;92.1
206410640;Diş Hekimliği Fakültesi ;SAY;Burslu;8;0;8;8;0;8;0;100;0;0;448.371;89.7
206410526;Güzel Sanatlar ve Mimarlık Fakültesi;EA;Burslu;11;0;11;11;0;11;0;100;0;0;421.071;84.2
206410535;Güzel Sanatlar ve Mimarlık Fakültesi;EA;%50 İndirimli;59;0;59;59;0;59;0;100;5;1;394.266;78.9
206410465;Güzel Sanatlar ve Mimarlık Fakültesi;SAY;Burslu;7;0;7;7;0;7;0;100;0;0;441.194;88.2
206410483;Güzel Sanatlar ve Mimarlık Fakültesi;SAY;%50 İndirimli;38;0;38;33;0;33;5;86.8;0;0;444.666;88.9
206410023;Hukuk Fakültesi ;EA;Burslu;24;0;24;24;0;24;0;100;0;0;444.14;88.8
206410041;Hukuk Fakültesi ;EA;%25 İndirimli;136;0;136;85;0;85;51;62.5;2;6;432.902;86.6
206410059;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;Burslu;5;0;5;5;0;5;0;100;0;0;394.05;78.8
206410068;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;%50 İndirimli;25;0;25;13;0;13;12;52;0;3;385.009;77
206410102;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;Burslu;6;0;6;6;0;6;0;100;0;0;388.803;77.8
206410111;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;%50 İndirimli;34;0;34;34;0;34;0;100;0;0;405.641;81.1
206410610;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;Burslu;11;0;11;11;0;11;0;100;0;0;432.592;86.5
206410612;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;%25 İndirimli;59;0;59;59;0;59;0;100;6;1;421.382;84.3
206410147;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;Burslu;6;0;6;6;0;6;0;100;1;0;414.892;83
206410156;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;%50 İndirimli;34;0;34;32;0;32;2;94.1;3;3;389.298;77.9
